,Weather,Track Name,Artist,Album,Image,Popularity,Season
1938,Rain,Sweet Thing,Idyllic,Sweet Thing,https://i.scdn.co/image/ab67616d0000b27343f01043b7024c9ba03aae29,38,Autumn
1939,Rain,Right In Time,Dreams For Two,Right In Time,https://i.scdn.co/image/ab67616d0000b2736192e698f9269369b2bbeb57,35,Spring
1940,Rain,On My Own,Loodwig,On My Own,https://i.scdn.co/image/ab67616d0000b273015665ff97b5fafd0b5774c3,35,Autumn
1941,Rain,Song 2,Wells,Song 2,https://i.scdn.co/image/ab67616d0000b273a82a2dbbaafa07fa503f41ce,36,Autumn
1942,Rain,Jungle,just johnny,Jungle,https://i.scdn.co/image/ab67616d0000b273368adbfadd862ce3fcdd2c40,34,Autumn
1943,Rain,Perspective,Whimsical,Perspective,https://i.scdn.co/image/ab67616d0000b2735a1e59518dfa6a87632f7e79,35,Spring
1944,Rain,the day you left,snow.,the day you left,https://i.scdn.co/image/ab67616d0000b2734a184de7cc68fde12ca499b6,34,Autumn
1945,Rain,time after time,heavn,time after time,https://i.scdn.co/image/ab67616d0000b273888363277a8b2d14a773a725,36,Spring
1946,Rain,Palm Springs,Cashmere,Little Victories and Happy Coincidences,https://i.scdn.co/image/ab67616d0000b27308728a461b79ae1035716671,34,Autumn
1947,Rain,My Friend,softhead,My Friend,https://i.scdn.co/image/ab67616d0000b27331bb4a3f80aac08f0c645bb2,34,Spring
1948,Rain,Poolside,Dulcet,Poolside,https://i.scdn.co/image/ab67616d0000b2730549d4bcea44d415a34c534e,34,Spring
1949,Rain,reunited,saamson,reunited,https://i.scdn.co/image/ab67616d0000b2737ec72ad5975183fc55b188ea,35,Spring
1950,Rain,Night Vibes,nothing less,Night Vibes,https://i.scdn.co/image/ab67616d0000b27399bab9ba35e8d8594ad582ff,34,Spring
1951,Rain,Alone and Forsaken,Effortless,Alone and Forsaken,https://i.scdn.co/image/ab67616d0000b273e11ae13c5131451116ae3e6d,37,Autumn
1952,Rain,On A Slow Boat To China,Nivla,On A Slow Boat To China,https://i.scdn.co/image/ab67616d0000b2737b4ff2b02a2c78ffcca484ba,33,Autumn
1953,Rain,crystal silence,sumthin,crystal silence,https://i.scdn.co/image/ab67616d0000b27334381ce9430260d4c7082751,35,Spring
1954,Rain,It's All About You...,Juuzou,The Place We Used To Go,https://i.scdn.co/image/ab67616d0000b273cfa7d77969dc02c8d1e17234,33,Autumn
1955,Rain,Not Fade Away,Natsu,Not Fade Away,https://i.scdn.co/image/ab67616d0000b2736954598efc97d32956067524,33,Autumn
1956,Rain,Black Orchid,mëow mëow,Black Orchid,https://i.scdn.co/image/ab67616d0000b2730bbf62925650e1ec86eae181,33,Autumn
1957,Rain,out of my mind,majic,out of my mind,https://i.scdn.co/image/ab67616d0000b273925979ece9e73a0fdf777e75,38,Autumn
1958,Rain,American Girl,Lonely Boy,American Girl,https://i.scdn.co/image/ab67616d0000b273369056cb56beaf1de73400f7,36,Spring
1959,Rain,Blue Ghost Blues,eiji,Blue Ghost Blues,https://i.scdn.co/image/ab67616d0000b2737419594d0c8d7f7db1290f13,33,Autumn
1960,Rain,Bye Bye Love,Akasha,Bye Bye Love,https://i.scdn.co/image/ab67616d0000b2733c00f29945ea3d74ff8ca5cd,42,Autumn
1961,Rain,confusion,blossom,confusion,https://i.scdn.co/image/ab67616d0000b27378a884e3aaad41be6b821ba1,33,Autumn
1962,Rain,twilight time,yums.,twilight time,https://i.scdn.co/image/ab67616d0000b27378defcc84f939d722103612a,34,Spring
1963,Rain,Far Away Places,Rascal,Far Away Places,https://i.scdn.co/image/ab67616d0000b273d826ca37e51a57be97c40332,34,Autumn
1964,Rain,sunday mornin',kid.,sunday mornin',https://i.scdn.co/image/ab67616d0000b273d2f767b447b0294b4a0dcfc0,36,Spring
1965,Rain,Anchor Bay,Yowshi,Anchor Bay,https://i.scdn.co/image/ab67616d0000b27344334edab86c8148d5bb2d3c,37,Spring
1966,Rain,Astral Chill,Flôr,Astral Chill,https://i.scdn.co/image/ab67616d0000b273199cc4ca8bc20bce62570d64,36,Spring
1967,Rain,Out Of Dreams,Shou,Out Of Dreams,https://i.scdn.co/image/ab67616d0000b273069dbc7ace71d6926bf88814,35,Spring
1968,Rain,Cross Road Blues,Klein,Cross Road Blues,https://i.scdn.co/image/ab67616d0000b273a058412b3bf229dac6d9956c,36,Autumn
1969,Rain,Inca Roads,Wolly,Inca Roads,https://i.scdn.co/image/ab67616d0000b2736084ba9b0b84dbca2f655e6c,36,Spring
1970,Rain,Heavy Snow,Tashi,Vibes,https://i.scdn.co/image/ab67616d0000b273bfd8562d3c6aa47cc38eee4f,35,Spring
1971,Rain,Looped,Idyllic,Looped,https://i.scdn.co/image/ab67616d0000b2737715f9f16fd78f1018e897cb,43,Spring
1972,Rain,Adore,Loodwig,Adore,https://i.scdn.co/image/ab67616d0000b2738b3168362375053bc0197b33,35,Spring
1973,Rain,The Morning After,just johnny,The Morning After,https://i.scdn.co/image/ab67616d0000b273773a697899740382d90344c4,34,Autumn
1974,Rain,It Takes Two,Whimsical,It Takes Two,https://i.scdn.co/image/ab67616d0000b273c4f0737bdac5594d4eaf2c63,34,Autumn
1975,Rain,untitled,snow.,untitled,https://i.scdn.co/image/ab67616d0000b27355d634e019040f0c5ebb7379,34,Spring
1976,Rain,whispering pines,heavn,whispering pines,https://i.scdn.co/image/ab67616d0000b273d02a2c0ec43c8e3a1e215211,35,Spring
1977,Rain,Travellers,Cashmere,Travellers,https://i.scdn.co/image/ab67616d0000b273f15f17da79cd8cf161ca35cc,33,Autumn
1978,Rain,Flips and Flops,Murmur,Flips and Flops,https://i.scdn.co/image/ab67616d0000b2738e902fb205e9a7377c47a8be,34,Spring
1979,Rain,Sweet Future,softhead,Sweet Future,https://i.scdn.co/image/ab67616d0000b2737cf343abc127407124052c26,33,Autumn
1980,Rain,Just a Friend,Dulcet,Just a Friend,https://i.scdn.co/image/ab67616d0000b273cc197079241cf3e9dda1003b,34,Spring
1981,Rain,crossover,saamson,crossover,https://i.scdn.co/image/ab67616d0000b27399b9b792be5558ee29bb3919,34,Spring
1982,Rain,Wide Awake,nothing less,Wide Awake,https://i.scdn.co/image/ab67616d0000b273abf5097c5ca5a6b75253eaf4,33,Spring
1983,Rain,Lazy Blues,Effortless,Lazy Blues,https://i.scdn.co/image/ab67616d0000b2732d16e76ba502c6249c2c3e9d,33,Spring
1984,Rain,Limelight,Nivla,Limelight,https://i.scdn.co/image/ab67616d0000b273ed4d6757ae7cfc40614f4b8b,34,Autumn
1985,Rain,ice pick,sumthin,ice pick,https://i.scdn.co/image/ab67616d0000b2733c1a824520141d39db83328b,34,Spring
1986,Rain,Break The Distance,Juuzou,The Place We Used To Go,https://i.scdn.co/image/ab67616d0000b273cfa7d77969dc02c8d1e17234,33,Spring
1987,Rain,Same Destiny,Natsu,Same Destiny,https://i.scdn.co/image/ab67616d0000b273b0a6a394a76bf43f2bfd9154,33,Spring
1988,Rain,Ghost Of You,mëow mëow,Ghost Of You,https://i.scdn.co/image/ab67616d0000b273b1fb437f2bbbbe7af1c8d6f7,33,Autumn
1989,Rain,truth hurts,majic,truth hurts,https://i.scdn.co/image/ab67616d0000b2732ec09e1546fecde4234d4d68,32,Autumn
1990,Rain,Hi-Fly,Lonely Boy,Hi-Fly,https://i.scdn.co/image/ab67616d0000b27376051fb287cf195036da339e,34,Autumn
1991,Rain,When the City Sleeps,eiji,When the City Sleeps,https://i.scdn.co/image/ab67616d0000b273002afd535de88d7d2de58219,35,Autumn
1992,Rain,Gentle Rain,Akasha,Gentle Rain,https://i.scdn.co/image/ab67616d0000b273be85dd5cf13811210bc036dd,39,Spring
1993,Rain,under pressure,blossom,under pressure,https://i.scdn.co/image/ab67616d0000b273265e518ceacc16bd81779ddc,32,Autumn
1994,Rain,hocus pocus,yums.,hocus pocus,https://i.scdn.co/image/ab67616d0000b2734cba5c57d6151da3248c0a19,33,Autumn
1995,Rain,Southern Man,Rascal,Southern Man,https://i.scdn.co/image/ab67616d0000b273ad0ef38105a9b056bfd624b2,33,Spring
1996,Rain,Soul Searching,Komorebi,Soul Searching,https://i.scdn.co/image/ab67616d0000b2734dfc684d4f6f34c9ac8750e6,36,Autumn
1997,Rain,9teen,her.story,9teen,https://i.scdn.co/image/ab67616d0000b2737bf4d3a521edc6ba9edb22aa,36,Autumn
1998,Rain,no more heroes,kid.,no more heroes,https://i.scdn.co/image/ab67616d0000b2733f4c99f2c8a4346d6fd59ad7,36,Spring
1999,Rain,Angels,Yowshi,Angels,https://i.scdn.co/image/ab67616d0000b27366b9d59be360deee01e9eec9,36,Spring
2000,Rain,Midnight City,Flôr,Midnight City,https://i.scdn.co/image/ab67616d0000b273adfc91e5665d62cce0a19102,35,Autumn
2001,Rain,Remember When,Shou,Remember When,https://i.scdn.co/image/ab67616d0000b27377325e6df81c8c6236deadb6,35,Autumn
2002,Rain,Have I Told You Lately?,Klein,Have I Told You Lately?,https://i.scdn.co/image/ab67616d0000b273888b5e2ae55d006b4fcaf11a,35,Spring
2003,Rain,Snag It,Wolly,Snag It,https://i.scdn.co/image/ab67616d0000b27376ae57791fe22156f74deb35,36,Spring
2004,Rain,Love Ride,Tashi,Vibes,https://i.scdn.co/image/ab67616d0000b273bfd8562d3c6aa47cc38eee4f,35,Autumn
2005,Rain,Your Song,Idyllic,Your Song,https://i.scdn.co/image/ab67616d0000b2735eea0956cb7eef2e1c8a305a,36,Spring
2006,Rain,Summertime Blues,Loodwig,Summertime Blues,https://i.scdn.co/image/ab67616d0000b27333eb87c4da72903bffe6a7a3,39,Spring
2007,Rain,Bronco,just johnny,Bronco,https://i.scdn.co/image/ab67616d0000b273b1544b827027d5233f900162,37,Autumn
2008,Rain,Summer Thing,Whimsical,Summer Thing,https://i.scdn.co/image/ab67616d0000b273870c460fad64cf289d027e46,34,Autumn
2009,Rain,addicted to love,snow.,addicted to love,https://i.scdn.co/image/ab67616d0000b273117bbef452142c23f3536a6e,39,Autumn
2010,Rain,remedy,heavn,remedy,https://i.scdn.co/image/ab67616d0000b27382c10f9b727330a5bdc10c4c,34,Spring
2011,Rain,Heartworks,Cashmere,Little Victories and Happy Coincidences,https://i.scdn.co/image/ab67616d0000b27308728a461b79ae1035716671,33,Spring
2012,Rain,Birdwatching,softhead,Birdwatching,https://i.scdn.co/image/ab67616d0000b2735665f932e1f71e3b50d4147a,33,Autumn
2013,Rain,Magic Carpet Ride,Dulcet,Magic Carpet Ride,https://i.scdn.co/image/ab67616d0000b27331e0cf8ce534d7496d8aabb8,35,Autumn
2014,Rain,my little town,saamson,my little town,https://i.scdn.co/image/ab67616d0000b273f827918738702946d2c68791,34,Spring
2015,Rain,Faded,nothing less,Faded,https://i.scdn.co/image/ab67616d0000b27359ca499e9b4d50289185cb8a,33,Spring
2016,Rain,Bucolic,Effortless,Bucolic,https://i.scdn.co/image/ab67616d0000b273ea7b6a432f855b0d2ba2a380,32,Autumn
2017,Rain,Oh Boy,Nivla,Oh Boy,https://i.scdn.co/image/ab67616d0000b2734a6a0a96d92a73a121aa7cb4,33,Autumn
2018,Rain,story of isaac,sumthin,story of isaac,https://i.scdn.co/image/ab67616d0000b27351840be2e03b9287955a374e,34,Spring
2019,Rain,The Void,Juuzou,Evening Strolls,https://i.scdn.co/image/ab67616d0000b2733c46855a47638f3402ca5072,32,Autumn
2020,Rain,Moments,Natsu,Moments,https://i.scdn.co/image/ab67616d0000b2730423025fc657e10b519e2fdf,32,Spring
2021,Rain,New Horizons,mëow mëow,New Horizons,https://i.scdn.co/image/ab67616d0000b273a074129ff748c42f79e3b716,32,Spring
2022,Rain,fall,majic,fall,https://i.scdn.co/image/ab67616d0000b273b76ba9cfff16d4cfd2379be2,36,Spring
2023,Rain,Souvenirs,Lonely Boy,Souvenirs,https://i.scdn.co/image/ab67616d0000b273a51da18d28310613d7d4a6af,33,Autumn
2024,Rain,Let Me Drown,eiji,Let Me Drown,https://i.scdn.co/image/ab67616d0000b2736a0cba749d405c1c867d092d,32,Autumn
2025,Rain,Travels,Akasha,Travels,https://i.scdn.co/image/ab67616d0000b273b33b9c459daca43e851fcb1d,32,Spring
2026,Rain,leave home,blossom,leave home,https://i.scdn.co/image/ab67616d0000b2730c4139d1edb93afacf3a68ff,32,Autumn
2027,Rain,let's get lost,yums.,let's get lost,https://i.scdn.co/image/ab67616d0000b2738f8a78577529ea888885cff5,40,Autumn
2028,Rain,On The Road Again,Rascal,On The Road Again,https://i.scdn.co/image/ab67616d0000b2737857ca23cacf4e0d94dca1d7,32,Spring
2029,Rain,24 Hours,Komorebi,24 Hours,https://i.scdn.co/image/ab67616d0000b273f3b1f592a64c3d29e4e41175,36,Autumn
2030,Rain,Homebound,her.story,Homebound,https://i.scdn.co/image/ab67616d0000b27300acdd864d1f14861059f8f6,36,Autumn
2031,Rain,when it rains outside,kid.,when it rains outside,https://i.scdn.co/image/ab67616d0000b273dc0d51af03022bd04ac9597d,36,Autumn
2032,Rain,The City,Yowshi,The City,https://i.scdn.co/image/ab67616d0000b27336e07a342e28252254fb8a41,36,Autumn
2033,Rain,Sleepy,Flôr,Sleepy,https://i.scdn.co/image/ab67616d0000b273b3edd89700f9c31636061a2e,35,Spring
2034,Rain,Dream On,Shou,Dream On,https://i.scdn.co/image/ab67616d0000b2733def9f4f7886fb00b241060e,35,Spring
2035,Rain,Pines,Klein,Pines,https://i.scdn.co/image/ab67616d0000b2733016de79ca0c6f2024cef669,36,Spring
2036,Rain,You Were Good To Me,Tashi,Vibes,https://i.scdn.co/image/ab67616d0000b273bfd8562d3c6aa47cc38eee4f,35,Spring
2037,Rain,Anywhere,Idyllic,Anywhere,https://i.scdn.co/image/ab67616d0000b2734c75ce5db07c67ca1b36cef3,39,Autumn
2038,Rain,Comeback,Dreams For Two,Comeback,https://i.scdn.co/image/ab67616d0000b273d938a876314815fa4bb325ff,34,Spring
2039,Rain,View From Up There,Loodwig,View From Up There,https://i.scdn.co/image/ab67616d0000b27386734a35dc07b13294cc88e2,35,Spring
2040,Rain,Faith,Wells,Faith,https://i.scdn.co/image/ab67616d0000b2737b214d8a03bf6399c9d71d33,35,Spring
2041,Rain,Genius,just johnny,Genius,https://i.scdn.co/image/ab67616d0000b273dbb130ca067597cf0f488f14,34,Autumn
2042,Rain,In Love,Whimsical,In Love,https://i.scdn.co/image/ab67616d0000b273722296f653526c195fcbd97a,34,Autumn
2043,Rain,destinations,snow.,destinations,https://i.scdn.co/image/ab67616d0000b2734abf3de6f98b767b6d70e54f,34,Autumn
2044,Rain,doodlin',heavn,doodlin',https://i.scdn.co/image/ab67616d0000b273c6e2c51e65e851a659db2a69,34,Autumn
2045,Rain,Route 66,Cashmere,Little Victories and Happy Coincidences,https://i.scdn.co/image/ab67616d0000b27308728a461b79ae1035716671,33,Spring
2046,Rain,Amber,Murmur,Amber,https://i.scdn.co/image/ab67616d0000b273abd6f6a3448d4b2b82adf812,34,Autumn
2047,Rain,Spinning Rides,softhead,Spinning Rides,https://i.scdn.co/image/ab67616d0000b2739213a5bbf667f503d3d4f977,33,Spring
2048,Rain,Rescue Me,Dulcet,Rescue Me,https://i.scdn.co/image/ab67616d0000b273cabe233ca0d1f0e7d2f92703,33,Autumn
2049,Rain,cripple creek,saamson,cripple creek,https://i.scdn.co/image/ab67616d0000b27346a28d30bdbba3b3c87aca38,33,Autumn
2050,Rain,Cloud Shapes,nothing less,Cloud Shapes,https://i.scdn.co/image/ab67616d0000b27392c77ed5679094dc86a8a7a1,33,Spring
2051,Rain,Human Nature,Effortless,Human Nature,https://i.scdn.co/image/ab67616d0000b2735c2ab92b313cca601d51d496,32,Spring
2052,Rain,Lucid Dreams,Nivla,Lucid Dreams,https://i.scdn.co/image/ab67616d0000b27379e9c88a46e14732243398c2,37,Autumn
2053,Rain,insensitive,sumthin,insensitive,https://i.scdn.co/image/ab67616d0000b273d05a3da8fbe1f452376ec956,33,Spring
2054,Rain,Ivy,Juuzou,The Place We Used To Go,https://i.scdn.co/image/ab67616d0000b273cfa7d77969dc02c8d1e17234,32,Autumn
2055,Rain,Sleep Away,Natsu,Sleep Away,https://i.scdn.co/image/ab67616d0000b2732cb9f203b12510c0e14bef25,32,Autumn
2056,Rain,Navigators,mëow mëow,Navigators,https://i.scdn.co/image/ab67616d0000b27341473793cdd61e7c39b1922b,32,Spring
2057,Rain,solitude,majic,solitude,https://i.scdn.co/image/ab67616d0000b2731a4541831590bed7fa0f1f4d,32,Spring
2058,Rain,Heat Wave,Lonely Boy,Heat Wave,https://i.scdn.co/image/ab67616d0000b273604909af6ef6c1589257ffdd,32,Autumn
2059,Rain,Don't Be Afraid,eiji,Don't Be Afraid,https://i.scdn.co/image/ab67616d0000b273e9707bbecba9c4e6bd4dadd7,31,Autumn
2060,Rain,Insomnia,Akasha,Insomnia,https://i.scdn.co/image/ab67616d0000b273159cec96c8f0feae6791ff7f,32,Autumn
2061,Rain,soulful,blossom,soulful,https://i.scdn.co/image/ab67616d0000b273eee52e822ba18f740ef56ec1,31,Spring
2062,Rain,inner city boundaries,yums.,inner city boundaries,https://i.scdn.co/image/ab67616d0000b273db67e2352bd4f3437007484e,32,Autumn
2063,Rain,Enchanted Evening,Rascal,Enchanted Evening,https://i.scdn.co/image/ab67616d0000b273a869d27016e2b979f63ae09a,32,Autumn
2064,Rain,My Favorite Things,Komorebi,My Favorite Things,https://i.scdn.co/image/ab67616d0000b27346aef8af4f2177dc8aa7aafd,36,Autumn
2065,Rain,Heart to Heart,her.story,Heart to Heart,https://i.scdn.co/image/ab67616d0000b273db7c10bf32487d746147b6e2,36,Spring
2066,Rain,duck pond,kid.,duck pond,https://i.scdn.co/image/ab67616d0000b2739a881ee74254491ee07d0dcb,36,Spring
2067,Rain,I Should Care,Yowshi,I Should Care,https://i.scdn.co/image/ab67616d0000b2731c0257e8e02a2201cfc5a409,36,Spring
2068,Rain,My Everything,Flôr,My Everything,https://i.scdn.co/image/ab67616d0000b2733103a2883a0a7afbb4be5cb0,35,Spring
2069,Rain,Sunset With You,Shou,Sunset With You,https://i.scdn.co/image/ab67616d0000b273965d4504c0e0fc99b579cc0b,35,Autumn
2070,Rain,Ocean Waves,Klein,Ocean Waves,https://i.scdn.co/image/ab67616d0000b273cacf25aed78c5036e38b3e8b,35,Autumn
2071,Rain,Day Tripper,Wolly,Day Tripper,https://i.scdn.co/image/ab67616d0000b27301d0b557399a95c82233b002,35,Autumn
2072,Rain,Rich & Sad,Tashi,Vibes,https://i.scdn.co/image/ab67616d0000b273bfd8562d3c6aa47cc38eee4f,34,Spring
2073,Rain,Snowflake,Idyllic,Snowflake,https://i.scdn.co/image/ab67616d0000b273fbe56481eca0a15caf86df83,34,Spring
2074,Rain,Astral,Dreams For Two,Astral,https://i.scdn.co/image/ab67616d0000b27394a1e53c86fbc5107660fe3b,34,Spring
2075,Rain,Underwater Love,Loodwig,Underwater Love,https://i.scdn.co/image/ab67616d0000b2737151228f2737b121a9ea1aa3,34,Autumn
2076,Rain,Crescent,Wells,Crescent,https://i.scdn.co/image/ab67616d0000b27312676585d586046054aafd6e,34,Spring
2077,Rain,Sk8er Boi,just johnny,Sk8er Boi,https://i.scdn.co/image/ab67616d0000b273868489c3bf95ec24757bb79a,33,Spring
2078,Rain,Blue Paradise,Whimsical,Blue Paradise,https://i.scdn.co/image/ab67616d0000b27335f08aac15a5acb23cc5ea2b,33,Autumn
2079,Rain,higher,snow.,higher,https://i.scdn.co/image/ab67616d0000b273411d1879301a7a1bd37b15d7,33,Autumn
2080,Rain,wildwood flowers,heavn,wildwood flowers,https://i.scdn.co/image/ab67616d0000b2738673e5d2447e23bdf0fb82f2,34,Spring
2081,Rain,Dreaming Backwards,Cashmere,Little Victories and Happy Coincidences,https://i.scdn.co/image/ab67616d0000b27308728a461b79ae1035716671,33,Spring
2082,Rain,The Lady In Red,Murmur,The Lady In Red,https://i.scdn.co/image/ab67616d0000b2732b8cc3b69cc62612f699fd79,33,Spring
2083,Rain,Liliac,softhead,Liliac,https://i.scdn.co/image/ab67616d0000b273637ede7c5f29ffb39ba8d1d2,35,Spring
2084,Rain,Airplane Mode,Dulcet,Airplane Mode,https://i.scdn.co/image/ab67616d0000b273abf290fe52ea7de90283e92e,37,Autumn
2085,Rain,fire and rain,saamson,fire and rain,https://i.scdn.co/image/ab67616d0000b273e7cb53ef595f49f007552721,34,Spring
2086,Rain,Miss You,nothing less,Miss You,https://i.scdn.co/image/ab67616d0000b2731b517639b26c83ccb895d4cf,32,Spring
2087,Rain,Roads,Effortless,Roads,https://i.scdn.co/image/ab67616d0000b2739a66abee6760366baa7bf47d,32,Autumn
2088,Rain,Don't Go,Nivla,Don't Go,https://i.scdn.co/image/ab67616d0000b273ec644950a8983247340a256e,33,Spring
2089,Rain,one,sumthin,one,https://i.scdn.co/image/ab67616d0000b273556fee2dfc7c0f172d1f4643,33,Autumn
2090,Rain,It's Been A Long Day,Juuzou,The Place We Used To Go,https://i.scdn.co/image/ab67616d0000b273cfa7d77969dc02c8d1e17234,32,Autumn
2091,Rain,Harbor,Natsu,Harbor,https://i.scdn.co/image/ab67616d0000b2732135bf2cfe18503aba287a9b,32,Spring
2092,Rain,Bayside,mëow mëow,Bayside,https://i.scdn.co/image/ab67616d0000b2737fa9bb609dcd1ee1c5b86bcf,31,Spring
2093,Rain,dontcry,majic,dontcry,https://i.scdn.co/image/ab67616d0000b2734da750d8584b583235d9d2c0,32,Spring
2094,Rain,Sonny's Dream,Lonely Boy,Sonny's Dream,https://i.scdn.co/image/ab67616d0000b27399001dc750b29f30d712cb62,34,Spring
2095,Rain,Nightcall,eiji,Nightcall,https://i.scdn.co/image/ab67616d0000b27365cb1b0eb789fd7325be09fe,31,Spring
2096,Rain,Empty Rooms,Akasha,Empty Rooms,https://i.scdn.co/image/ab67616d0000b27332b6518e390ec8f9aa00c150,31,Autumn
2097,Rain,sunrise,blossom,sunrise,https://i.scdn.co/image/ab67616d0000b2737c6e819833c87059405d4b6a,31,Spring
2098,Rain,do do do,yums.,do do do,https://i.scdn.co/image/ab67616d0000b273e41dbbaf7942d6992d2c071b,32,Spring
2099,Rain,Groove 1,Rascal,Groove 1,https://i.scdn.co/image/ab67616d0000b273cc6b0f8ad5d8157402e119d8,31,Autumn
2100,Rain,Forget the Past,Komorebi,Forget the Past,https://i.scdn.co/image/ab67616d0000b273a10d7f70a5775bce2cbb2d83,42,Spring
2101,Rain,Sunray,her.story,Sunray,https://i.scdn.co/image/ab67616d0000b273565f536e441563d2e2ec9964,36,Autumn
2102,Rain,forgotten places,kid.,forgotten places,https://i.scdn.co/image/ab67616d0000b27335ba09f1f2644ca0adcf7105,36,Spring
2103,Rain,"Sunrise, Sunset",Yowshi,"Sunrise, Sunset",https://i.scdn.co/image/ab67616d0000b27344abf89c5ec05fe3c04965aa,36,Autumn
2104,Rain,If Only,Flôr,If Only,https://i.scdn.co/image/ab67616d0000b273afa9faa38e78196675399e70,34,Spring
2105,Rain,Magic Place,Shou,Magic Place,https://i.scdn.co/image/ab67616d0000b273b8742dad34802ec91f8dae35,35,Autumn
2106,Rain,Freedom,Klein,Freedom,https://i.scdn.co/image/ab67616d0000b273de818340e039c1a80acce85d,34,Autumn
2107,Rain,On Repeat,Wolly,On Repeat,https://i.scdn.co/image/ab67616d0000b2731f963efa6e12f1bab3132ca7,39,Autumn
2108,Rain,Moonlight Beats,Tashi,Snowfall,https://i.scdn.co/image/ab67616d0000b273949ca241cbfafc374e8f9772,34,Autumn
2109,Rain,Avalanche,Dreams For Two,Avalanche,https://i.scdn.co/image/ab67616d0000b27347206119e74570b500c6a54f,42,Spring
2110,Rain,Good Times,Loodwig,Good Times,https://i.scdn.co/image/ab67616d0000b273c8658684f94acc7107eb421b,33,Autumn
2111,Rain,Tropicana,Wells,Tropicana,https://i.scdn.co/image/ab67616d0000b273e85206c86801f88173377d3c,34,Spring
2112,Rain,Wine and Roses,just johnny,Wine and Roses,https://i.scdn.co/image/ab67616d0000b273c9c4c4f17707a1d97a4595ff,33,Spring
2113,Rain,Before the Sun,Whimsical,Before the Sun,https://i.scdn.co/image/ab67616d0000b273f842a18217e3c08df9f637f7,33,Spring
2114,Rain,simple things,snow.,simple things,https://i.scdn.co/image/ab67616d0000b2739f973b2827c3ed7510aafc0d,33,Autumn
2115,Rain,summertime,heavn,summertime,https://i.scdn.co/image/ab67616d0000b2733d3b195ef83c262c6246f1ff,34,Autumn
2116,Rain,Bumpin',Cashmere,Bumpin',https://i.scdn.co/image/ab67616d0000b273dc2534052570d3f7d1cfef7f,33,Autumn
2117,Rain,Intergalactic S.O.S.,Murmur,Intergalactic S.O.S.,https://i.scdn.co/image/ab67616d0000b273f4e9bcd7c26d9e69efd4fc85,33,Spring
2118,Rain,City Blues,Dulcet,City Blues,https://i.scdn.co/image/ab67616d0000b27389288183392aa8b53957541f,32,Spring
2119,Rain,night tales,saamson,night tales,https://i.scdn.co/image/ab67616d0000b2730330c55e0e2dd482c21ad895,33,Autumn
2120,Rain,Steps,nothing less,Steps,https://i.scdn.co/image/ab67616d0000b273c24090077fbfeda83eb2b9d0,32,Autumn
2121,Rain,Haze,Effortless,Haze,https://i.scdn.co/image/ab67616d0000b273727a7d8d4957ad3f63f7b4ba,32,Spring
2122,Rain,We Are Nature,Nivla,We Are Nature,https://i.scdn.co/image/ab67616d0000b273c0087ab5ba83f8ce89a77c90,32,Autumn
2123,Rain,lavender fields,sumthin,lavender fields,https://i.scdn.co/image/ab67616d0000b2732035e5b9966b68b9a5bf873b,33,Autumn
2124,Rain,Morning Rides,Juuzou,Evening Strolls,https://i.scdn.co/image/ab67616d0000b2733c46855a47638f3402ca5072,31,Spring
2125,Rain,Ghostboy,mëow mëow,Ghostboy,https://i.scdn.co/image/ab67616d0000b2735269c6fb6a6704a5b7c520a3,38,Autumn
2126,Rain,thunder,majic,thunder,https://i.scdn.co/image/ab67616d0000b2731ccd72a544cd767cf164060c,31,Spring
2127,Rain,The Bay,Lonely Boy,The Bay,https://i.scdn.co/image/ab67616d0000b2735dfdbdc7b77eb8be542c2579,32,Spring
2128,Rain,Caramel Rain,eiji,Caramel Rain,https://i.scdn.co/image/ab67616d0000b273ec5887b983f0004182453697,31,Autumn
2129,Rain,Out of Time,Akasha,Out of Time,https://i.scdn.co/image/ab67616d0000b273446e35a448d927578669a18c,31,Autumn
2130,Rain,in your eyes,blossom,in your eyes,https://i.scdn.co/image/ab67616d0000b273f790653b3220ffa502a5ab38,31,Spring
2131,Rain,gaze,yums.,gaze,https://i.scdn.co/image/ab67616d0000b27332813c8db4786e1621cd4d38,33,Spring
2132,Rain,Mad World,Rascal,Mad World,https://i.scdn.co/image/ab67616d0000b2737ab0b97fe6e28defa54aee20,41,Autumn
2133,Rain,My Funny Valentine,Komorebi,Midnight Thoughts,https://i.scdn.co/image/ab67616d0000b273b43b3b02b9eedd63f4197e53,43,Spring
2134,Rain,La Ritournelle,her.story,La Ritournelle,https://i.scdn.co/image/ab67616d0000b2731efbbd63585a7cfda319a825,35,Autumn
2135,Rain,blue,kid.,blue,https://i.scdn.co/image/ab67616d0000b273039ae3d5aa7049254e794115,34,Autumn
2136,Rain,Downtown Train,Yowshi,Downtown Train,https://i.scdn.co/image/ab67616d0000b273d6a3e3a74a82e1615840d338,36,Autumn
2137,Rain,Say Goodbye,Flôr,No Longer Lost,https://i.scdn.co/image/ab67616d0000b2738fc480624d2986ac3f012946,34,Autumn
2138,Rain,Walking Alone,Shou,Walking Alone,https://i.scdn.co/image/ab67616d0000b273d3ec04e1fbb0bd43e70460a0,34,Spring
2139,Rain,Butterflies,Klein,Find My Way,https://i.scdn.co/image/ab67616d0000b2737fe04dd10ff2a2f00127d16a,34,Autumn
